COMMENT_ID,SUGGESTION_ID,CREATED_AT,SUGGESTION_TITLE,COMMENT_BODY,SUGGESTION_STATE,SENTIMENT_SCORE
46033921,44960275,2023-02-27 09:34:07.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"Can you change the format of the invoice to include  type of Unit Kg/Litre as 
this is important.",approved,2
46034113,44960275,2023-02-27 11:41:59.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,Sales invoice as a requirement needs to have unit types and kg/tonnage,approved,2
46133305,44960275,2023-02-28 02:27:58.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"Quote
Add an additional column with the quantity description e.g., hours, days, analysis.
There is the ""description"" column, the ""quantity"" column and the ""price"" but not the description of the quantity. 

Reporting  3  $100  it would be good to have Reprting 3 HOURS $100",approved,2
46036201,44960275,2023-02-28 03:11:53.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,So many years still didn't update the ability to include UOM in the invoice? ridiculous. ,approved,1
46039240,44960275,2023-03-01 02:26:58.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"My butcher business work on weights per units and I have scales. I need the ability to add the weight to my invoices.
I also sell items with a unit price so adding the UOM is critical to distinguish between the items with or without weight.",approved,2
46048582,44960275,2023-03-04 16:29:10.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,If this isn’t added illl unfortunately have to leave Xero. ,approved,1
46049110,44960275,2023-03-05 01:59:34.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"Year, why don't we all leave and go to MYOB. They have it and also invoices can be sorted by  their number.",approved,1
46080874,44960275,2023-03-20 03:30:47.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,Our Laundry business is heavily based around the weighing of linen to invoice customers.  Also having the UOM in kg would allow us to run reports to see how much kg of laundry our attendants are able to process per hour.,approved,2
46089484,44960275,2023-03-23 01:37:53.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"yes, more fields needed for an inventory item, for example : preferred supplier, alternate item, stock group.  does not have to be mandatory, can even piggy back on the tracking categories except maximum of 2 tracking categories is not enough.",approved,2
46108774,44960275,2023-03-30 16:32:14.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"Any movement on this? Units of measures are important for basic inventory management. I use different units of measures for purchasing, inventorying and sales.",approved,1
46109908,44960275,2023-03-31 02:12:34.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"""Building on Beautiful"" how about just Building the BASICS ?                       
How Annoying & Time consuming is Xero - Invoice templates, UOM - qty/amount gives you the unit price, Sort and Filter to the Main reconciliation screen, the number of lines per page - scroll back to the botton to go to the next page plus for Bills & Invoices with payments applied having to remove the payment !!!!!  What I have noticed is we are all wasting our breath posting thing that are ESSENTIAL, day after day, minute after minute - Units of measures, 30 60 90days etc - all Basic requirement - no customer service you can phone -  ",approved,0
46164202,44960275,2023-04-28 10:07:18.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,Absolutely absurd that Xero doesn't have an option to include a unit of measurement for an item on an invoice?! This is an essential field.,approved,1
46187134,44960275,2023-05-10 13:50:14.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,Why can we not get this implemented already I am at the point of searching for alternative accounting softwares,approved,1
46187143,44960275,2023-05-10 13:55:37.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,Weight is critical as it is closely related to cost of sending any parcel. How hard can it be?,approved,1
46286074,44960275,2023-06-18 03:57:00.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,It would look more professional on our invoices if we showed the customer the weights of their purchases.,approved,2
46311151,44960275,2023-06-27 00:58:02.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"We have an insulation business and when we quote, we need to use sqm? It would be great if Xero can provide this as part of their inventory?
",approved,2
46343200,44960275,2023-07-07 14:47:54.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,Customers need clarity as to the unit of measure that the price on their invoice relates to.  This is not a big ask.  This is a basic expectation from a system that offers invoicing functionality.,approved,1
46369303,44960275,2023-07-14 11:15:21.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"We need to be able to display UOM for our clients, I managed to add this as a tracking category but it won't appear on the invoice or quote!  so frustrating! Please Xero look into adding a column for this!! ",approved,1
46403176,44960275,2023-07-30 03:15:54.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,I need to use other software since xero do not support this. It is important to enable to add field to put uom and weight for export sales,approved,2
46404367,44960275,2023-07-31 04:11:58.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"Absolutely I need this. My raw material consists of plastic filament for 3D printing. It comes in a roll of a given weight and length, it is consumed by each sale by weight (some fraction of a roll). There are ""N"" rolls of the same type. I buy them by the roll but sell by weight. So, qty is the number of rolls, weight is the amount each roll contains.  When one roll is consumed, I move onto the next roll.",approved,2
46455349,44960275,2023-08-17 22:27:29.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"Hi, the ability to add a unit of measure to a purchase order is really important to us!
We have a construction business and use purchase orders to issue jobs to subcontractors. We need to be able to tell them if they are getting a rate based on ""m2"" (metres squared) or ""LM"" (lineal metres)
If this could be developed it would be fantastic",approved,2
46575260,44960275,2023-09-13 12:08:18.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"I would like an extra column on invoices, quotes etc to add the weights of all the parts to give me a total weight. If that was possible, it would make my life so much easier. I've seen that I'm not the only who would appreciate this feature.",approved,2
46531862,44960275,2023-09-22 01:01:51.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"Hi I also need UoM for two main reasons:

1. One of my customers requires this.
2. One of my customer is looking at integrating Xero (used by one of their legal entities) and a major ERP. UoM is the missing field.

My recommendation:
1. Add a System Administration tab (This could be leveraged for future updates)
2. Create a simple table called Unit of Meassure (free text would suffice and one field for the actual unit). This is enough for version 1
3. Another table with Inter UoM conversion (only UoM created in the first table allowed)
4. Another table with Intra UoM conversion (only UoM created in the first table allowed)

This is simple and enough for now. It is also future proof as this design is not contradictory with introducing updates such as the ability to define Inter/Intra conversion for specific Items at a later stage.

I implement large ERP systems and I would be happy to collaborate on the design of this and other features. 

For your consideration.
Thanks",approved,2
46688693,44960275,2023-12-10 10:20:28.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"I need to specify a unit of measurement please. 
Either; m2, LM, sheet, piece, kg…….",approved,2
46706372,44960275,2023-12-18 10:51:27.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,UOM is essential for collecting environmental data - is there any update on this field becoming available please?,approved,2
46741523,44960275,2024-01-10 10:38:14.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,Helps estimate weight for shipping costs for airfreight and sea frieght,approved,2
46841717,44960275,2024-02-25 21:02:11.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,Plz add asap.,approved,2
46869836,44960275,2024-03-05 15:13:41.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,Can this be added as soon as possible? We need to track materials we purchase and their weight so we can record our Co2 emmissions,approved,2
46869881,44960275,2024-03-05 15:37:48.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,This is such a basic and quick add to the code. I'm very confused why such a necessary feature isn't a thing yet.,approved,1
46898336,44960275,2024-03-19 10:42:02.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"There's a few basic features not available in xero and it's very surprising. No idea what the development team are doing. I would consider moving for basic features like this. A lot of people need weight calculation for airfreight.

Even a simple development task of associating custom product pricing is not even there but is with quick books. I'm a software engineer and IMO it's not ground breaking task to add pricing for products per customer. Given that it just show poor process",approved,0
46900322,44960275,2024-03-20 01:22:50.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"Wasting our time. Requested this years ago. Better to move to D365 or SAPB1 if you require these basic features. Xero footprint is limited to cashbook accounting, no real depth around Sales and Distribution.",approved,0
46910441,44960275,2024-03-25 00:28:06.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,This is essential for trading companies.,approved,2
46921112,44960275,2024-03-29 14:46:35.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,The weight field can be included into the packing slip and serve as a shipping document - such that can be used when booking for courier and also for customs purposes. Combined Invoice template with a customised packing slip template can be design to include those fields.,approved,2
47322725,44960275,2024-04-30 22:55:37.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,Have Time/Hours instead of Quantity for professional services,approved,2
46984061,44960275,2024-04-30 22:55:48.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,Have Time/Hours instead of Quantity for professional services ,approved,2
46990913,44960275,2024-05-01 01:37:27.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"This has been requested for over 10 years. It's not hard to implement. Why can't someone from Xero come here and explain your downright belligerence and contempt for customers. It can't be any other reason to not implement, or is it downright incompetence?",approved,0
47099063,44960275,2024-05-07 02:28:40.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"We invoice in Units of Minutes (6 minute blocks) like most lawyers etc.

It can be confusing to our clients when they see units as a percentage of units rather than the minute units /cost per hour",approved,1
47110286,44960275,2024-05-13 02:58:56.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,It will be very helpful if UOM is included or an extra column in the invoice for services and even manufacturing sector.,approved,2
47117861,44960275,2024-05-16 06:53:41.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"We could definitely use a UOM column as we invoice in either metres or m2, and the only way to identify this for our clients is to add it manually in the description. Surely it's not that hard to implement!!",approved,2
47137589,44960275,2024-05-17 11:35:57.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"I do not want to lose a client to other ""greener"" apps... so please add a multiplier column - between Quantity & Price - where a pre-set product has a standard configuration to show the configuration on the face of the invoice. The multiplier amount could also maybe be an input cell if not pre-populated and this can also be only available to non-tracked inventory if that will be an issue at first.

For example a flower grower selling into an export market sells boxes of flowers with configurations of 300 / 400 / 500 stems per box.They want to see on the face of the printed invoice, for example: 5 boxes x 300 stems x $4 = $6000.

See the picture attached as a similar example.",approved,2
47163473,44960275,2024-06-04 13:04:32.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"Everything on Xero is priced per each. This can complicate things when you are selling hundreds and thousands of a product. It would be great if you could choose your unit of pricing, each would still be there but also per hundred and per thousand..",approved,1
47247488,44960275,2024-07-16 00:25:17.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"If you sell stuff; you have a unit price and a quantity.
I hire stuff. I have a unit price, a quantity, and a time duration. 
However Xero only provides for two columns not three.
I have approached Xero numerous times, but they have no answer and gumption.",approved,1
47263874,44960275,2024-07-23 15:58:05.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"I desperately need a line second quantity or 'multiplier' field. When I quote, most services have both hours and a quantity multiplier.  For example... '6 lots of 8 hours @ £100/hour'",approved,2
47413385,44960275,2024-08-02 23:16:20.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"It is extremely common when re-selling goods, that a purchase of inventory is made in one unit of quantity, but when sold a smaller unit of quantity is used.  
For example, you might purchase 1 whole box of something containing say 10 units, but sell the units in the contained units. For example, I buy plastic filament by the roll, containing a qty of N Kg, but when its placed on a customer invoice or quote, the qty is in grams.  I buy by the Kg, and Sell by the gram.  But others might buy ONE box of screws containing 100 of them, The purchase price is $$ PER BOX.  I currently enter in the sale quantity, and divide the purchase price by the number of units, but, due to mathematical precision of only 3 decimal places, the price calculates incorrectly, and I have to adjust it later.
So, the suggestion is to make Billing or ""Buy Now"" transactions with two quantity columns, one being the quantity purchased (linked directly / to the exactly purchase price), and the second column being the qty available for sale, and this is what is tracked in Inventory.  The unit of sale and its devolved price is used for Quote, Project and Invoice transactions.",approved,2
47290754,44960275,2024-08-05 02:27:15.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"Yes as we do not supply items but are in professional services.
So would require unit of time not Quantity 
",approved,2
47391815,44960275,2024-08-14 13:28:48.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,I work for contract farming company and we can charge per a price per acres. It would be good to have this as an option when staff are putting it against a project instead of it just been invoiced by the hours worked,approved,2
47395043,44960275,2024-09-18 09:21:20.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,Not having inventory amount come up on invoices makes it very difficult we had this on the old invoices Dont understand why you did not bring it across,approved,1
47540609,44960275,2024-11-12 04:27:42.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"We need totals per units, when it comes to quantities, we sell boxes and kg and prices are per kg. We have the totals in $ per item and a total in the end but we need a total per kg and also per boxes. It is very simple and we do not understand why it hasn't been implemented. 
Thank you!",approved,1
47558621,44960275,2024-11-21 04:35:19.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"Delivery Dockets / Packing Slips

Ability to have an individual items weight followed by total weight of all items on each delivery docket. This is essential for some very large customers (due to their safety instructions). 
Can this be choice field to show on dockets.  Guess it would have be to aligned with select items in products and services but not sure how you would quantify weight if it is aligned with a length rather than an item, eg:
Item no: 3456T = x 1000 tek screws = 700 grams, but
Item no: 45ST = 1 x beam length showed at 4500 mm in length or  (quanity of 4.5) at 5 kgs per metre would need to equated by the system multiplying  4.5 m x 5 kgs = 22.5 kgs.
Is this doable on your system?",approved,2
47793140,44960275,2024-12-21 05:35:15.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"In my business it is common for orders to be eg 10 bags of 25kg bags with prices $xx/kg.  As far as I can see there is no field for pack size, ie 25 in the example.  Also a product coming in range of sizes is easier with 1 description and range of pack sizes. Then would want functionality to have total line quantity and total line cost calculated from the 3 parameters.
Does this exist or can it be added?",approved,2
47698307,44960275,2025-01-29 07:09:28.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,We urgently need to be able to sell on units of measure in Xero.  Very limiting that you can only send one of an item,approved,1
47932497,44960275,2025-05-02 06:27:35.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,We need this ASAP,approved,2
47932626,44960275,2025-05-02 07:59:22.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,This is very much needed in the construction industry as well. ,approved,2
47966955,44960275,2025-05-18 14:19:33.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"A Unit of measure of mm is crucial. And I am pretty sure I know how Xero can cater to the needs of any unit.

You've gotta ask how you measure a unit at the start and for stocktake.

When I get units in, it is in mm, so when it starts, I change a setting from Units of Unit to mm increments, from there I say how many mm I acquire and then between here and stocktake, this is the data that is required for reporting purposes.

When assessing how to track this, ideally you need to know how to accommodate it, and when you know the item and you know the unit, you can see ""Units sold"" and it's 50 units is equal to 50mm based on the Original setting for that item versus say a physical item of a filter which 50 units would be a Unit qty of 50 of these.

Either way, it's 50 and 50, 50 qty of either, but 50 in a different metric of units from Unit to metric milimetres.

I support this feature and unfortunately this will be the achilies heel for my business operations which run on exactly the metric measurement which is difficult to implement without paying $200.00 per month which would wipe out all profits unfortunately.

Doing things harder at this point is working smarter.
",approved,1
47967138,44960275,2025-05-18 17:14:40.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"Frankly. Zero is NOT for businesses. It's barely a business itself. Do the smart thing and use literally ANY other option. Seriously. 

How is GNUCash able to be more usable for growing businesses than Xero?!?!",approved,1
48000213,44960275,2025-05-29 04:57:29.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"Inventory management is a core component of any accounting software—especially for trading or other businesses where goods movement, pricing accuracy, and stock control are vital. However, there is a noticeable gap in Xero’s current inventory and purchasing workflow that impacts internal controls and cost accuracy.

At present, there is no mechanism in Xero that ensures the Storekeeper or Receiver is clearly informed about what exactly is expected to be received as per the Purchase Order. This creates a control issue—the receiving personnel may not have visibility over item descriptions, quantities, or agreed pricing, leaving room for errors, mismatches, or even misuse.

Further compounding the issue is the lack of clarity and integration around units of measure (UOM). An item’s cost can vary significantly based on the UOM used (e.g., carton, box, unit), and if this is not clearly defined in the Purchase Order and matched at the time of receipt, the price comparison and procurement approval process becomes ineffective. This not only undermines cost control but can also lead to accounting discrepancies.",approved,2
48079344,44960275,2025-07-03 02:26:58.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,Adding units of measure is critical for our business as well.  We can sell a product individually or as a box.  We can also sell the same item from different supplier but their box quantities are different so without the unit of measure the pricing is confusing and off-putting to customers.  we have lost customers or they have delayed payment of invoices as they are querying the price attached to the line item as we are not realising that he box is larger.  It is not good for business.,approved,1
48090720,44960275,2025-07-09 00:23:45.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,Unfortunately this is a deal breaker for moving from MYOB ... even though we are VERY unhappy with MYOB at the moment (after 30 years),approved,1
48321995,44960275,2025-10-13 00:19:30.000000000 Z,Invoices | Inventory - Add units of measure (UOM) & weight to line items,"I’d like to request the addition of a ""Unit of Measurement (UOM)"" column in the Invoice module. This feature is essential for businesses that sell goods or services in varying units such as kilograms, liters, meters, boxes, hours, etc.

Currently, we have to manually include the UOM in the item description, which:
- Reduces clarity and consistency across invoices
- Makes reporting and inventory tracking more difficult
- Increases the risk of human error

Suggested Implementation:
- Add a dedicated UOM field in the Products and Services setup
- Display the UOM column in invoices, quotes, and bills
- Allow customization of UOMs (e.g., kg, m², pcs, hrs) per item

Benefits:
- Improved invoice clarity and professionalism
- Better support for inventory-based businesses
- Enhanced integration with third-party apps and reporting tools

This feature would be a valuable enhancement for many users across industries. Thank you for considering this request!",approved,3
45325243,44960278,2022-05-01 13:12:40.000000000 Z,Organisation settings - Remember my settings preferences in Xero,"The 'Contacts per page' default setting on the Contacts page is 50 items per page. I always want to view 200 items per page so I want my selected 200 items per page to be the default. It used to be like this in Xero before the last major change a year ago. I always have to scroll to the bottom of the page, select 200, then scroll down again to the contact I want. Very annoying. Bring back the ability for Xero to reset the default to the number of the last selected items per page.",approved,1
45462907,44960278,2022-06-27 04:08:53.000000000 Z,Organisation settings - Remember my settings preferences in Xero,"This not happening is beyond annoying, even allowing a change to the maximum from the top of the page would be very helpful.
To be clear 50 lines is not a page, it requires a scroll to move through so why would the scroll not allow me to move through many more than 50 lines?",approved,1
46039213,44960278,2023-03-01 02:07:49.000000000 Z,Organisation settings - Remember my settings preferences in Xero,Tired of keep changing the settings everytime I need to generate reports.,approved,1
46042915,44960278,2023-03-02 05:01:49.000000000 Z,Organisation settings - Remember my settings preferences in Xero,Whatever recent change was made (March 2023) has caused account transaction reports to keep changing back to 100 items per page upon refresh or opening up the report again. It's time consuming and frustrating to be constantly having to reset the reports to make them usable again. ,approved,1
46169839,44960278,2023-05-02 02:30:32.000000000 Z,Organisation settings - Remember my settings preferences in Xero,"Fionding quite annoying that Xero file only displays 25 x manual journals on 1x screen & I have to manually change the preference to display more journals (eg. 25, 50, 100 to 200) in 1x screen.

Surely there are better ways to set personal display preferences for each user. Can you please advise if this can be done at this stage or in the development stage in the future?",approved,1
46180525,44960278,2023-05-07 23:48:46.000000000 Z,Organisation settings - Remember my settings preferences in Xero,"Under the Home tab options; Accounting; then GST Return - instead of having to select other than the default of 10 every time I would find it helpful if the list of monthly returns simply all come up, sorted from most recent to oldest.  Thank you.

",approved,2
46484003,44960278,2023-08-31 17:32:40.000000000 Z,Organisation settings - Remember my settings preferences in Xero,+1 for this... please just introduce a default setting for items per page!!,approved,2
46564592,44960278,2023-10-09 08:21:43.000000000 Z,Organisation settings - Remember my settings preferences in Xero,I 100% support this.  It is important to have the table settings remember your filter/sort option as it is extremely frustrating have to update this each time you go back onto the page.  See attachment,approved,3
